"","Row.names","PC1","PC2","PC3","X","StemTag","sp","crown_living","broken_stem","defoliation","rot","wound","fire","insect","canker","leaf_damage","hollow_stem","overtopped","animal","lightning","fungi","crushed","bark_beetles","unknown","postfire_leaf_loss","water","bai","ba_m_2019","idw_con","idw_het"
"46","112",0.0182657129341252,-0.0303732799121341,0.0128804022359258,112,109032,"QULA",95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7536,0.418031375401978,0.00057255526111674,143.948396859619,300.963273811413
"47","1121",0.0186150882174013,0.0973306718177797,0.0269240101854697,1121,703025,"QULA",89,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.192,0.597109078926737,0.00817128249198705,228.203627821925,675.055283339365
"48","1122",-0.064963825788507,-0.0248298234548409,0.00627044623507088,1122,703026,"QULA",97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.192,8.94359253897301,0.0235061816323222,204.841426675838,950.089690632581
"49","113",0.0182657129341252,-0.0303732799121341,0.0128804022359258,113,109033,"QULA",92,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7536,0.69719131083991,0.00113411494794592,130.011961432431,326.033446607907
"50","1152",-0.064963825788507,-0.0248298234548409,0.00627044623507088,1152,703065,"QULA",99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.192,5.56528850261812,0.0186265028431339,47.2662093665743,285.034501405752
"51","1157",0.0990984917217517,-0.0454054163627333,0.0200881248662297,1157,705009,"QULA",89,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,17.2654380030442,0.0211240690027378,88.0792494197566,194.149540973397
"52","1162",0.025252873790794,0.0951686454098466,0.0268268610892176,1162,705015,"QULA",80,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,3.77396126583793,0.0359680942909495,170.296072668541,219.258603730674
"53","1163",0.0990984917217517,-0.0454054163627333,0.0200881248662297,1163,705016,"QULA",97,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,11.9001520559889,0.0219039693789914,189.114416113245,183.346939195569
"54","1165",-0.064963825788507,-0.0248298234548409,0.00627044623507088,1165,705018,"QULA",98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,9.95230108007254,0.0183853856069709,153.562965315654,147.396137905629
"55","1176",0.0990984917217517,-0.0454054163627333,0.0200881248662297,1176,705033,"QULA",95,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12.192,NA,NA,37.7579068183673,562.384542362442
