"","StemTag","sp","crown_living","broken_stem","defoliation","rot","wound","fire","insect","canker","leaf_damage","hollow_stem","overtopped","animal","lightning","fungi","crushed","bark_beetles","unknown","postfire_leaf_loss","water","bai","ba_m_2019","idw_con","idw_het"
"26",103018,"QULA",96,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,2.37073386795766,0.0105683176866761,44.3270652695099,214.985895345702
"27",103023,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,10.5428929931889,0.00933131557932508,271.937892755638,76.981321187788
"28",103025,"PIPA",98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,3.08209573389595,0.036305030103047,554.24008449169,42.9308590266236
"29",103028,"PIPA",96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,2.94039018291222,0.0330063578167778,371.378444447936,52.9564177365732
"30",103029,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,1.53041995062419,0.00119459060652752,377.156777781532,247.999583282456
"31",103030,"QULA",87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,3.58798455090781,0.0339794661412272,54.9144875325335,333.084603208746
"32",103031,"QULA",98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,2.54078052913812,0.00453645979178366,153.281493459488,376.89890123299
"33",103035,"PIPA",100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.8872,1.63669911386198,0.00173494454294496,493.101364548353,158.025321159446
"34",103036,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,3.20112839672227,0.011499014510302,466.177768028094,131.071738437084
"35",103037,"PIPA",99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,2.94605840495154,0.0934820163983813,840.307097107124,4.41342440352019
"36",103038,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,1.32069573516827,0.0422732707467042,1331.73955383785,0
"37",103039,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,4.57283813024469,0.0404707819617071,1710.33726013667,0
