"","StemTag","sp","crown_living","broken_stem","defoliation","rot","wound","fire","insect","canker","leaf_damage","hollow_stem","overtopped","animal","lightning","fungi","crushed","bark_beetles","unknown","postfire_leaf_loss","water","bai","ba_m_2019","idw_con","idw_het"
"1952",917033,"PIPA",97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,1.82058777896415,0.00817128249198705,393.06903891336,115.970786490959
"1953",917034,"PIPA",96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,8.87753278885373,0.113411494794592,126.090088683471,105.47016076133
"1954",917037,"PIPA",91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,0,0.0352989350557349,298.095139013827,107.236083193677
"1955",917038,"PIPA",94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,0.508608649361411,0.0013854423602331,415.778460973978,634.573412171065
"1956",917039,"QULA",98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,19.5077425426944,0.0624580035460187,156.991566624884,432.353266400056
"1957",917041,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,1.84948599767786,0.000804247719318987,419.925334650637,658.2998261047
"1958",919002,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,23.303523570741,0.0333291564619341,315.392755945775,75.5320797232447
"1959",919005,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,8.08138686329078,0.123162998391334,120.853902358065,67.2354164600047
"1960",919011,"QULA",93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,2.75689006528857,0.0191134497044403,143.596601067908,216.111914067336
"1961",919012,"QULA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,4.37085558044964,0.0136847775990371,227.699399364433,196.349422839968
"1962",919013,"QULA",96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,4.56591855676722,0.0183853856069709,213.66551024734,76.1941567651692
"1963",919015,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,15.2640391245851,0.0113097335529233,98.5712456603005,377.797143318965
"1964",919016,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,3.30595622084918,0.00132025431267111,32.9478340242933,361.899240766713
"1965",919017,"QULA",92,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,13.4550106331065,0.0260155287643771,302.387369342955,195.635994966697
"1966",919018,"QULA",82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,0.323660049593626,0.000530929158456675,1519.87016495901,192.263060461638
"1967",919020,"QULA",65,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,0.8366034317621,0.00708821842466197,306.283252533829,61.9039405971247
"1968",919021,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,1.98241780376096,0.0013854423602331,35.9060340173811,381.464532071119
"1969",919022,"QULA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,5.87934259730564,0.0176714586764426,321.847265172713,96.4746040987722
"1970",919025,"QULA",48,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,0,0.01539380400259,378.065098089991,143.619377790017
"1971",919026,"QULA",33,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13.716,1.2642970687251,0.00567450173054657,397.980218803322,220.86286656278
"1972",919027,"QUGE",92,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,3.4461125816107,0.0128679635091038,0,569.149517769589
"1973",919031,"QULA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,0.541841600882188,0.0029224665660019,456.608646069815,317.625300091719
"1974",919034,"QULA",96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,10.403358736938,0.0226980069221863,371.34042441026,254.074825802957
"1975",919038,"QULA",100,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,10.0796986873444,0.0346360590058275,342.088326308224,268.777983048277
"1976",919040,"QULA",99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,4.25381779465908,0.0055417694409324,319.158578301302,184.019372396259
"1977",919045,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,6.61913699637677,0.0490873852123405,889.164207850068,213.40354767694
"1978",919046,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,7.76784119024698,0.0865697271623204,529.678545955245,200.614328504121
"1979",919050,"QULA",99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,6.0671810189448,0.00801184666481737,143.397614425472,227.36523873826
"1980",919052,"QULA",92,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,3.88825532793057,0.00738981131940659,69.6027024840989,325.760538926838
"1981",919053,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,0.132931806083096,0.000380132711084365,210.252902096894,1316.71660734407
"1982",919057,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,20.5654173476164,0.0162860163162095,103.92553891012,596.001645092535
"1983",919058,"QUMA",93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,2.05755317241661,0.0243284935093994,0,742.794926453336
"1984",919059,"QULA",81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,2.03443459744566,0.0237787147950211,248.157730868831,306.032694385593
"1985",919065,"QULA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,4.57747784425271,0.0295592452776264,91.3671476113607,323.959306345528
"1986",919066,"QULA",78,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,1.08223829082869,0.00196349540849362,218.420278875861,450.779136239093
"1987",919067,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,1.52149121527718,0.00229022104446696,511.231384145806,177.477387491316
"1988",919068,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,11.6517617853705,0.0132732289614169,345.24523023118,183.644658063764
"1989",919070,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,0.839493253633467,0.00113411494794592,421.803960572946,101.35258984857
"1990",919072,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,1.75556678685828,0.000855298599939821,403.456996380747,74.1348991536865
"1991",921002,"PIPA",97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8016,6.31570569988276,0.00237582944427728,356.567925981759,63.6156355048572
"1992",921003,"PIPA",99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8016,22.9784186102118,0.00967689077121996,253.392346947361,70.183863585368
"1993",921004,"PIPA",94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8016,6.36772249356745,0.00107521008569111,219.095756289341,92.7645236298277
"1994",921005,"PIPA",98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8016,4.75809171121344,0.000530929158456675,229.468822177697,106.784904924245
"1995",921007,"PIPA",98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8016,3.93015774506546,0.00041547562843725,262.035684529648,152.549318445239
"1996",921008,"PIPA",98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8016,3.35941792546955,0.000380132711084365,246.65614814169,153.590468049691
"1997",921009,"PIPA",96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8016,10.4553755306227,0.00125663706143592,300.513648933901,190.6379097082
"1998",921010,"PIPA",99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8016,9.65344996131703,0.00125663706143592,306.013440738926,197.188476535372
"1999",921012,"PIPA",99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8016,4.78554501899147,0.000615752160103599,284.362627988407,190.733433393064
"2000",921013,"QULA",70,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8016,5.94725341128288,0.090792027688745,7.37356075642943,272.925832756416
"2001",921014,"PIPA",97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8016,2.02287530996016,0.000490873852123405,410.818971396974,203.933331844649
"2002",921015,"PIPA",97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8016,4.97193852969494,0.00125663706143592,346.380583032093,206.412910922475
"2003",921016,"PIPA",93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8016,4.58325748799545,0.00180955736846772,325.796216036838,222.661412792933
"2004",921017,"PIPA",98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8016,3.85357746547411,0.00220618344098343,286.961316019088,241.933992443118
"2005",921021,"PIPA",98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8016,3.05165189616847,0.00107521008569111,367.705192761204,171.606230746106
"2006",921022,"QULA",98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8016,2.74966551061013,0.00515299735005066,132.697301264748,456.587766181729
"2007",921023,"PIPA",97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8016,15.4619919227741,0.00950331777710912,297.18982802721,149.074908640327
"2008",921027,"PIPA",97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8016,26.1254346281355,0.13854423602331,120.551734673299,4.98240609085848
"2009",921028,"QULA",93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,9.98722438746046,0.0263021990940171,61.1170786637941,423.704190131265
"2010",921029,"PIPA",94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,10.3672359635458,0.00567450173054657,310.314914501838,339.789884480056
"2011",921030,"PIPA",98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,18.6610247343825,0.011499014510302,337.848798857372,115.993373895042
"2012",921033,"PIPA",97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,14.8074472689084,0.00801184666481737,321.094922212505,203.191934000262
"2013",921035,"QULA",98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,11.4393598778247,0.0248845554090848,152.253983556308,309.586104730994
"2014",921036,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.716,2.34075571581104,0.00101787601976309,291.5355496038,323.393297481195
"2015",921040,"PIPA",97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.716,2.23672212844166,0.00090792027688745,406.644611299131,1.72949033325289
"2016",921043,"PIPA",97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.716,2.95773268534889,0.000855298599939821,265.689071379095,144.804029612354
"2017",921044,"PIPA",96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,16.414188229391,0.0589645525152268,136.322632846497,94.5080106221282
"2018",921045,"QULA",99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,25.888469234683,0.0307907495978336,47.226515042345,262.546301108767
"2019",921046,"PIPA",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,17.1438682519124,0.0181458391671346,197.576399223821,242.290563516905
"2020",921047,"PIPA",99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,0.213846818481503,0.00101787601976309,237.053261008613,279.661000873908
"2021",921049,"PIPA",97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,5.57302147894025,0.006647610054996,359.003972848109,262.193870308716
"2022",921050,"PIPA",98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.716,5.24936142934662,0.00453645979178366,361.160616754034,271.381559963833
"2023",921052,"PICL",97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1064,49.9144482732669,0.17795237426994,0,304.667241500308
"2024",921053,"PIPA",99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1064,11.8526044054309,0.0749906020393518,195.479539661975,239.813664112815
"2025",921056,"PIPA",92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1064,9.68090326909505,0.0855298599939821,263.785295023687,146.403391579578
"2026",921057,"PIPA",92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.1064,4.50812211933979,0.00173494454294496,260.456821085238,0
"2027",921058,"PIPA",99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1064,2.94761830879909,0.00132025431267111,272.713361553379,0
"2028",923015,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,4.65893661676045,0.001661902513749,266.353886929709,121.97839721876
"2029",923017,"PIPA",100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.8872,5.67395548751434,0.059828490494964,138.403666693126,0
"2030",923018,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8016,2.93485456343702,0.000962112750161874,239.22891068542,0
"2031",923019,"PIPA",97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,12.4586316250252,0.0219039693789914,300.308371927828,124.555806891218
"2032",923020,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8016,23.6470396346497,0.0120762821603992,161.097254292299,0
"2033",923021,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.192,4.4660830313172,0.00132025431267111,214.202884863679,48.5687228681212
"2034",923022,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1064,14.9294775618318,0.00708821842466197,8.91268808570535,89.4086444634727
"2035",923023,"QUGE",96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.192,23.9950461046224,0.0243284935093994,11.0980854640791,269.635911275523
"2036",923024,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.192,2.30119278269494,0.00041547562843725,401.562123619464,122.462181962377
"2037",923025,"PIPA",95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.192,2.88845370077401,0.0479163565507149,220.129313688181,70.9772867834038
"2038",923026,"PIPA",97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.192,36.61463072201,0.0292552961883916,327.627739797062,68.4617087192723
"2039",923027,"PIPA",98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.192,6.82527689234094,0.0518747632942381,392.151111465777,74.4023617443191
"2040",1101002,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.192,8.34015694544786,0.131382190171289,1383.84743121228,7.37277876721483
"2041",1101003,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.192,6.80354621125625,0.0870920169409796,1844.09013197702,7.93017794375731
"2042",1101005,"QULA",98,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,2.11283975951346,0.00801184666481737,0,534.51849076844
"2043",1101007,"PIPA",93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.192,6.43383535791688,0.154133604168586,561.324716128969,24.4733464421427
"2044",1101009,"PIPA",100,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12.192,7.07072007011474,0.128824933751266,1198.45444402121,0
"2045",1101010,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.192,7.99644138648387,0.120687423380306,1435.41625067012,0
"2046",1101029,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.192,2.45511113545651,0.00502654824574367,1011.80923009005,14.9551347797989
"2047",1101031,"PIPA",99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.192,15.8051389802565,0.0366435367114714,621.110794929657,30.2270546522299
"2048",1101032,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.192,8.75319328941287,0.0176714586764426,670.301905440204,160.040528030711
"2049",1101033,"QULA",96,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.192,1.91354250263522,0.0132732289614169,31.7044855658637,693.461256283765
"2050",1101036,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.192,14.1241099439792,0.0172033613710577,586.117315334213,192.78675187289
"2051",1101037,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,11.7253219463361,0.0213824649984955,572.205323624001,87.5221446924506
"2052",1101039,"QULA",90,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12.192,1.93664943096893,0.0387075630848798,59.9015732464619,748.957920400388
"2053",1101040,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,22.0887793040043,0.0317308711994203,527.782923800935,170.714405149594
"2054",1101041,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,1.9409819800315,0.00132025431267111,616.222585609889,166.683702184106
"2055",1101042,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.8872,5.58032319259056,0.00237582944427728,552.089023962455,156.89693597119
"2056",1101043,"QULA",97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,7.00139928511361,0.0301718558450764,40.1706662209598,607.950901519279
"2057",1101044,"PIPA",92,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,0,0.106361760879936,612.84694077352,34.0567482378197
"2058",1103003,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,12.200458160198,0.0257304292310638,266.706678151725,32.6361988678779
"2059",1103004,"QULA",94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,1.10480001095543,0.0124689812420979,7.15721107278383,335.234826409198
"2060",1103006,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,1.06869543543401,0.000804247719318987,276.373751138653,58.3269755339983
"2061",1103007,"PIPA",87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.8872,0.0649882359385543,0.000380132711084365,401.369058995625,25.629991330138
"2062",1103008,"QULA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,3.35772552349199,0.0038484510006475,32.6862358005226,540.320160204414
"2063",1103009,"QULA",97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,1.41529936043963,0.00152053084433746,57.307372627428,900.505886570197
"2064",1103010,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,19.1787505169779,0.01674154725098,417.120731245865,85.9785442958308
"2065",1103012,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,4.57517181007424,0.00229022104446696,457.658884192393,49.8725973186532
"2066",1103013,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,0.739421706678666,0.000615752160103599,396.397077414435,43.5613905754112
"2067",1103014,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,6.04390594228558,0.00321699087727595,381.103715270248,42.4768340314743
"2068",1103016,"PIPA",96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,12.7218082307273,0.0254469004940773,342.613469204766,39.2505807806085
"2069",1103018,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,10.3417946123553,0.00785398163397448,335.179059445315,66.5654873179187
"2070",1103019,"PIPA",100,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,11.8872,1.49472942658676,0.00057255526111674,517.659703417139,76.8153152782269
"2071",1103020,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,0.677321836781825,0.000706858347057703,534.980545113142,49.7584278493316
"2072",1103022,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,1.00081883345374,0.00090792027688745,535.223812678257,28.0479069650388
"2073",1103023,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,21.2136043933651,0.0254469004940773,441.289856187121,24.6656020293478
"2074",1103025,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,14.1544377874172,0.0221670777637296,456.396859461415,15.8410713994827
"2075",1103026,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.8872,3.60468082005849,0.0075429639612691,502.14206998527,46.1343532719792
"2076",1103027,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,8.31849420013491,0.178700858719658,293.550801664448,0
"2077",1103029,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,17.0471363781933,0.0359680942909495,605.122474150387,10.3902191783986
"2078",1103033,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,3.39238591599255,0.000706858347057703,511.41476108549,111.591410457243
"2079",1103034,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,5.74062750790565,0.122541748444087,316.854170414785,7.53260712815945
"2080",1103037,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,19.2365178378122,0.0336535259034173,482.651268087144,146.728544150859
"2081",1103038,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,7.5097517084552,0.0113097335529233,615.01408362625,241.617143279238
"2082",1103039,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,14.6223530861748,0.0283528736986479,574.595829871195,181.830659502313
"2083",1103041,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.192,15.618839370566,0.0147411381288067,669.421928386396,263.324910907315
"2084",1103042,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.192,7.45198438762093,0.0111220233918713,815.803657649325,191.37502534969
"2085",1103044,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,16.2080660430755,0.0251649425534176,635.402423475769,167.389744916995
"2086",1103046,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,18.8032629315551,0.0320473866592695,710.767964063571,289.846938519331
"2087",1103047,"QULA",42,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,0.891060923868601,0.0745060113725355,29.9295280368025,677.069709214568
"2088",1103050,"PIPA",98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,2.7193966282733,0.0134782178820636,1571.99505105783,288.153143992034
"2089",1103051,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,9.30487120338016,0.0257304292310638,1139.88273547255,276.173123197285
"2090",1103052,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,7.16170360042872,0.011499014510302,819.256632942174,149.228414121486
"2091",1103055,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,7.34800321011924,0.0179078635236252,969.249597295628,157.396370882533
"2092",1103056,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.192,6.2605333954141,0.0147411381288067,886.633062030213,126.045438839755
"2093",1103057,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.192,7.47364713293378,0.0213824649984955,969.104083579875,158.07404637317
"2094",1103058,"QULA",36,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,11.8872,2.6688502225433,0.0179078635236252,168.231841845937,1389.83294006265
"2095",1103059,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,11.0566652076794,0.0208672438033068,908.96686153637,534.579075312822
"2096",1103063,"PIPA",95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,10.0746207534968,0.0346360590058275,933.73773833682,199.745932736646
"2097",1103064,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,9.78722833234633,0.00985203456165759,815.912811952854,235.720419338108
"2098",1103065,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,23.1589189224591,0.0289529178954835,952.281028905184,195.301033427338
"2099",1103067,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,0,0.00636172512351933,1052.00334546994,175.336749628861
"2100",1103072,"PIPA",97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,4.3325490625703,0.0111220233918713,1114.70823430164,220.01519407267
"2101",1103073,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,7.74659772387571,0.01539380400259,965.33778337205,203.723569292006
"2102",1103074,"PIPA",93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,0.94738406168204,0.00502654824574367,1085.59380974261,226.943146589082
"2103",1103075,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,9.2471038825459,0.0198556509688509,991.391092462671,338.014765325299
"2104",1103077,"QULA",8,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,2.13305832180545,0.00817128249198705,183.993785238323,1337.30600781951
"2105",1103078,"QULA",91,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,7.34800321011924,0.0179078635236252,125.871089794112,1177.1046658436
"2106",1103079,"PIPA",96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,4.74414122351448,0.00817128249198705,1156.07306066184,205.866805700333
"2107",1103080,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,10.4024502992313,0.0203583057934253,940.211405890957,187.947735088133
"2108",1103085,"PIPA",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,-0.554566280008999,0.00738981131940659,1221.00781423015,177.850976819161
"2109",1103086,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,4.56361834590739,0.0183853856069709,912.757066178792,158.889887804086
"2110",1103087,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,1.02825831085002,0.00594467869875529,1153.79374982225,86.0676125305987
"2111",1103088,"PIPA",97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,0.566119744175856,0.00738981131940659,1115.86895418769,96.3843937742619
"2112",1103089,"PIPA",87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,0,0.00407150407905237,998.424320575441,133.873190408218
"2113",1103090,"PIPA",75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,0,0.00373928065593525,1091.65840826704,105.917140138965
"2114",1103091,"PIPA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,1.31709491502138,0.00985203456165759,925.537364954941,122.986389429922
"2115",1103092,"PIPA",100,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,-0.4910222270913,0.00580880481648753,1083.85417575615,147.960303773526
